0.000000	0.004456
0.015000	0.022369
0.030000	0.004028
0.045000	0.037323
0.060000	0.024841
0.075000	0.015259
0.090000	0.020721
0.105000	0.012756
0.120000	0.012970
0.135000	0.012695
0.150000	0.008514
0.165000	0.007538
0.180000	0.009338
0.195000	0.007599
0.210000	0.008942
0.225000	0.005798
0.240000	0.008484
0.255000	0.007660
0.270000	0.006775
0.285000	0.008148
0.300000	0.005402
0.315000	0.007202
0.330000	0.006897
0.345000	0.004730
0.360000	0.006561
0.375000	0.004608
0.390000	0.081390
0.405000	0.022308
0.420000	0.017883
0.435000	0.009491
0.450000	0.004974
0.465000	0.004517
0.480000	0.004486
0.495000	0.003693
0.510000	0.003632
0.525000	0.003021
0.540000	0.003021
0.555000	0.003387
0.570000	0.003632
0.585000	0.003143
0.600000	0.002899
0.615000	0.003326
0.630000	0.002563
0.645000	0.002594
0.660000	0.002533
0.675000	0.002411
0.690000	0.002472
0.705000	0.002441
0.720000	0.002197
0.735000	0.002167
0.750000	0.002777
0.765000	0.042755
0.780000	0.074432
0.795000	0.148865
0.810000	0.067352
0.825000	0.058136
0.840000	0.038757
0.855000	0.038239
0.870000	0.041382
0.885000	0.024109
0.900000	0.024597
0.915000	0.027771
0.930000	0.021851
0.945000	0.023895
0.960000	0.025543
0.975000	0.022552
0.990000	0.017883
1.005000	0.017853
1.020000	0.018646
1.035000	0.017639
1.050000	0.014008
1.065000	0.012268
1.080000	0.015839
1.095000	0.028870
1.110000	0.035278
1.125000	0.024384
1.140000	0.028168
1.155000	0.030823
1.170000	0.031036
1.185000	0.022552
1.200000	0.014099
1.215000	0.015564
1.230000	0.018158
1.245000	0.014862
1.260000	0.012756
1.275000	0.011566
1.290000	0.013611
1.305000	0.013245
1.320000	0.016052
1.335000	0.013214
1.350000	0.017822
1.365000	0.021667
1.380000	0.017090
1.395000	0.020660
1.410000	0.017853
1.425000	0.014038
1.440000	0.014832
1.455000	0.012756
1.470000	0.012268
1.485000	0.010773
1.500000	0.012970
1.515000	0.011200
1.530000	0.030701
1.545000	0.027954
1.560000	0.017212
1.575000	0.018677
1.590000	0.012573
1.605000	0.015259
1.620000	0.016693
1.635000	0.011658
1.650000	0.012756
1.665000	0.011658
1.680000	0.011139
1.695000	0.018066
1.710000	0.013092
1.725000	0.015106
1.740000	0.022430
1.755000	0.013275
1.770000	0.017334
1.785000	0.013489
1.800000	0.015106
1.815000	0.015991
1.830000	0.014435
1.845000	0.012268
1.860000	0.013763
1.875000	0.011658
1.890000	0.009979
1.905000	0.028687
1.920000	0.013123
1.935000	0.040253
1.950000	0.016541
1.965000	0.012177
1.980000	0.012146
1.995000	0.014374
2.010000	0.010071
2.025000	0.010284
2.040000	0.009064
2.055000	0.010223
2.070000	0.010712
2.085000	0.010559
2.100000	0.009277
2.115000	0.008759
2.130000	0.010712
2.145000	0.009003
2.160000	0.009247
2.175000	0.008484
2.190000	0.007355
2.205000	0.009583
2.220000	0.010498
2.235000	0.008820
2.250000	0.007599
2.265000	0.007172
2.280000	0.008972
2.295000	0.025238
2.310000	0.045532
2.325000	0.076202
2.340000	0.063202
2.355000	0.047729
2.370000	0.041962
2.385000	0.037750
2.400000	0.033447
2.415000	0.026611
2.430000	0.027924
2.445000	0.027405
2.460000	0.022186
2.475000	0.022614
2.490000	0.025482
2.505000	0.019531
2.520000	0.021088
2.535000	0.018890
2.550000	0.019196
2.565000	0.018707
2.580000	0.017426
2.595000	0.020416
2.610000	0.015869
2.625000	0.037262
2.640000	0.025299
2.655000	0.017792
2.670000	0.026398
2.685000	0.031189
2.700000	0.036255
2.715000	0.016724
2.730000	0.016815
2.745000	0.016724
2.760000	0.014923
2.775000	0.011658
2.790000	0.014252
2.805000	0.014008
2.820000	0.013763
2.835000	0.012909
2.850000	0.017883
2.865000	0.016663
2.880000	0.014099
2.895000	0.013824
2.910000	0.015289
2.925000	0.014465
2.940000	0.011536
2.955000	0.011810
2.970000	0.010712
2.985000	0.011505
3.000000	0.011963
3.015000	0.010498
3.030000	0.008392
3.045000	0.023254
3.060000	0.035156
3.075000	0.042786
3.090000	0.028015
3.105000	0.024506
3.120000	0.020874
3.135000	0.020721
3.150000	0.022430
3.165000	0.020081
3.180000	0.015167
3.195000	0.015594
3.210000	0.015228
3.225000	0.015015
3.240000	0.013275
3.255000	0.014343
3.270000	0.012787
3.285000	0.013611
3.300000	0.012207
3.315000	0.010986
3.330000	0.008942
3.345000	0.010162
3.360000	0.010742
3.375000	0.011749
3.390000	0.009247
3.405000	0.024078
3.420000	0.010468
3.435000	0.024902
3.450000	0.018372
3.465000	0.014618
3.480000	0.010315
3.495000	0.024841
3.510000	0.013000
3.525000	0.014282
3.540000	0.009735
3.555000	0.009338
3.570000	0.009430
3.585000	0.008423
3.600000	0.008942
3.615000	0.010468
3.630000	0.007874
3.645000	0.007843
3.660000	0.007660
3.675000	0.008362
3.690000	0.006653
3.705000	0.007324
3.720000	0.006561
3.735000	0.005890
3.750000	0.006317
3.765000	0.006866
3.780000	0.006470
3.795000	0.005798
3.810000	0.025909
3.825000	0.050995
3.840000	0.068268
3.855000	0.050446
3.870000	0.053497
3.885000	0.041534
3.900000	0.040009
3.915000	0.037689
3.930000	0.033478
3.945000	0.034668
3.960000	0.028656
3.975000	0.031281
3.990000	0.028107
4.005000	0.027283
4.020000	0.025024
4.035000	0.021698
4.050000	0.019318
4.065000	0.025940
4.080000	0.023071
4.095000	0.017609
4.110000	0.021912
4.125000	0.018585
4.140000	0.016510
4.155000	0.013947
4.170000	0.021149
4.185000	0.024261
4.200000	0.023468
4.215000	0.031067
4.230000	0.025360
4.245000	0.017944
4.260000	0.023132
4.275000	0.019714
4.290000	0.020416
4.305000	0.019012
4.320000	0.017792
4.335000	0.017334
4.350000	0.015198
4.365000	0.015503
4.380000	0.013550
4.395000	0.014923
4.410000	0.012970
4.425000	0.011108
4.440000	0.013153
4.455000	0.011658
4.470000	0.010406
4.485000	0.011108
4.500000	0.010559
4.515000	0.007324
4.530000	0.007019
4.545000	0.006958
4.560000	0.015900
4.575000	0.028107
4.590000	0.033417
4.605000	0.013550
4.620000	0.016022
4.635000	0.012299
4.650000	0.012238
4.665000	0.009308
4.680000	0.008545
4.695000	0.008240
4.710000	0.008789
4.725000	0.006470
4.740000	0.041229
4.755000	0.007080
4.770000	0.006439
4.785000	0.014709
4.800000	0.015656
4.815000	0.020599
4.830000	0.015411
4.845000	0.016815
4.860000	0.013916
4.875000	0.010986
4.890000	0.011322
4.905000	0.014191
4.920000	0.010834
4.935000	0.010071
4.950000	0.011169
4.965000	0.009247
4.980000	0.012115
4.995000	0.023560
5.010000	0.017120
5.025000	0.012878
5.040000	0.014954
5.055000	0.015137
5.070000	0.010986
5.085000	0.010284
5.100000	0.012238
5.115000	0.009155
5.130000	0.010620
5.145000	0.009796
5.160000	0.007904
5.175000	0.006714
5.190000	0.007202
5.205000	0.006927
5.220000	0.006409
5.235000	0.007294
5.250000	0.007111
5.265000	0.007172
5.280000	0.006592
5.295000	0.006897
5.310000	0.007172
5.325000	0.005341
5.340000	0.006500
5.355000	0.007812
5.370000	0.022583
5.385000	0.056549
5.400000	0.035370
5.415000	0.045593
5.430000	0.032898
5.445000	0.021332
5.460000	0.026031
5.475000	0.021210
5.490000	0.019928
5.505000	0.020935
5.520000	0.016663
5.535000	0.018555
5.550000	0.014618
5.565000	0.013245
5.580000	0.015747
5.595000	0.013550
5.610000	0.012970
5.625000	0.011383
5.640000	0.012207
5.655000	0.011505
5.670000	0.011230
5.685000	0.010193
5.700000	0.013367
5.715000	0.017914
5.730000	0.037598
5.745000	0.031067
5.760000	0.024597
5.775000	0.015564
5.790000	0.011749
5.805000	0.011658
5.820000	0.011353
5.835000	0.009125
5.850000	0.009277
5.865000	0.008453
5.880000	0.008667
5.895000	0.008514
5.910000	0.006287
5.925000	0.017731
5.940000	0.016907
5.955000	0.016083
5.970000	0.018005
5.985000	0.017334
6.000000	0.020172
6.015000	0.018036
6.030000	0.017395
6.045000	0.015076
6.060000	0.011963
6.075000	0.012177
6.090000	0.015167
6.105000	0.015747
6.120000	0.012512
6.135000	0.018433
6.150000	0.027100
6.165000	0.049194
6.180000	0.026947
6.195000	0.018585
6.210000	0.018951
6.225000	0.016968
6.240000	0.017456
6.255000	0.016693
6.270000	0.018768
6.285000	0.018402
6.300000	0.014862
6.315000	0.014496
6.330000	0.017700
6.345000	0.014557
6.360000	0.011322
6.375000	0.012085
6.390000	0.010834
6.405000	0.012421
6.420000	0.010590
6.435000	0.011108
6.450000	0.020477
6.465000	0.013947
6.480000	0.035736
6.495000	0.015594
6.510000	0.015564
6.525000	0.009735
